date,day_of_week,month,is_weekend,is_holiday,weather_score,nearby_event,occupancy_rate,daily_revenue,review_score,negative_rate
2024-01-24,2,1,0,0,4,0,0.5531,16685,4.33,0.0532
2024-01-25,3,1,0,0,4,0,0.5935,18687,4.21,0.067
2024-01-26,4,1,0,0,3,0,0.6161,19650,4.23,0.0791
2024-01-27,5,1,1,0,4,0,0.7119,26228,4.3,0.0527
2024-01-28,6,1,1,0,5,0,0.7265,27811,4.37,0.0732
2024-01-29,0,1,0,0,2,0,0.5681,19206,4.06,0.1
2024-01-30,1,1,0,0,4,0,0.5905,18159,4.34,0.097
2024-01-31,2,1,0,0,4,0,0.563,17377,4.3,0.0863
2024-02-01,3,2,0,1,5,0,0.7095,31216,4.64,0.0512
2024-02-02,4,2,0,1,2,0,0.7371,31865,4.23,0.0978
2024-02-03,5,2,1,1,3,0,0.8336,39838,4.33,0.0737
2024-02-04,6,2,1,1,4,0,0.8372,42194,4.29,0.0756
2024-02-05,0,2,0,1,3,0,0.7488,32693,4.36,0.0691
2024-02-06,1,2,0,1,3,0,0.7384,31071,4.5,0.0677
2024-02-07,2,2,0,1,5,0,0.7595,34545,4.59,0.0606
2024-02-08,3,2,0,0,5,1,0.6923,25925,4.31,0.0842
2024-02-09,4,2,0,0,4,0,0.6236,20023,4.37,0.0607
2024-02-10,5,2,1,0,3,0,0.6884,27158,4.4,0.0812
2024-02-11,6,2,1,0,3,0,0.7487,28869,4.3,0.0501
2024-02-12,0,2,0,0,5,1,0.7326,27345,4.39,0.0934
2024-02-13,1,2,0,0,3,0,0.6136,19422,4.47,0.0691
2024-02-14,2,2,0,0,3,0,0.5619,17671,4.4,0.0836
2024-02-15,3,2,0,0,3,0,0.6363,20799,4.16,0.0793
2024-02-16,4,2,0,0,3,0,0.6391,19552,4.29,0.0749
2024-02-17,5,2,1,0,5,0,0.7037,25847,4.48,0.0546
2024-02-18,6,2,1,0,4,0,0.6824,25494,4.53,0.058
2024-02-19,0,2,0,0,4,0,0.6719,20753,4.31,0.0945
2024-02-20,1,2,0,0,4,0,0.6529,19712,4.28,0.0817
2024-02-21,2,2,0,0,4,0,0.6642,19476,4.51,0.0585
2024-02-22,3,2,0,0,4,0,0.6995,24540,4.47,0.0693
2024-02-23,4,2,0,0,4,0,0.6469,21632,4.4,0.0816
2024-02-24,5,2,1,0,4,0,0.738,27639,4.34,0.054
2024-02-25,6,2,1,0,3,1,0.7867,35043,4.48,0.0936
2024-02-26,0,2,0,0,5,0,0.6557,20141,4.46,0.0865
2024-02-27,1,2,0,0,3,0,0.5954,18311,4.47,0.0848
2024-02-28,2,2,0,0,4,1,0.6995,24516,4.48,0.0783
2024-02-29,3,2,0,0,3,0,0.5861,19088,4.3,0.0636
2024-03-01,4,3,0,0,3,0,0.7094,22679,4.48,0.0511
2024-03-02,5,3,1,0,4,0,0.7772,30014,4.21,0.075
2024-03-03,6,3,1,0,3,0,0.7435,29821,4.33,0.0933
2024-03-04,0,3,0,0,2,0,0.6781,19712,4.15,0.1114
2024-03-05,1,3,0,0,2,0,0.6857,21823,4.42,0.1143
2024-03-06,2,3,0,0,3,0,0.6875,21673,4.27,0.0581
2024-03-07,3,3,0,0,3,1,0.7589,26493,4.39,0.0558
2024-03-08,4,3,0,0,4,0,0.6777,20357,4.21,0.0631
2024-03-09,5,3,1,0,3,0,0.7436,27407,4.44,0.0713
2024-03-10,6,3,1,0,4,0,0.7779,29545,4.62,0.089
2024-03-11,0,3,0,0,4,0,0.747,22235,4.51,0.0932
2024-03-12,1,3,0,0,3,0,0.7325,23101,4.47,0.0758
2024-03-13,2,3,0,0,3,0,0.7311,23876,4.38,0.0701
2024-03-14,3,3,0,0,4,0,0.734,22842,4.54,0.0656
2024-03-15,4,3,0,0,3,0,0.7045,21827,4.42,0.0663
2024-03-16,5,3,1,0,5,0,0.7898,28377,4.64,0.0891
2024-03-17,6,3,1,0,4,0,0.7859,30496,4.46,0.065
2024-03-18,0,3,0,0,4,0,0.7083,21488,4.29,0.0592
2024-03-19,1,3,0,0,2,0,0.7033,23248,4.23,0.0955
2024-03-20,2,3,0,0,5,0,0.743,23618,4.42,0.0814
2024-03-21,3,3,0,0,3,0,0.7282,23525,4.31,0.0714
2024-03-22,4,3,0,0,3,1,0.7911,31170,4.33,0.0476
2024-03-23,5,3,1,0,5,0,0.8079,32826,4.27,0.0781
2024-03-24,6,3,1,0,4,0,0.851,31676,4.38,0.0789
2024-03-25,0,3,0,0,3,0,0.7233,20833,4.4,0.0607
2024-03-26,1,3,0,0,5,0,0.7212,23799,4.25,0.0834
2024-03-27,2,3,0,0,2,0,0.7079,22388,4.37,0.1062
2024-03-28,3,3,0,0,2,0,0.6591,19883,4.63,0.1123
2024-03-29,4,3,0,0,3,0,0.7059,22506,4.46,0.0679
2024-03-30,5,3,1,0,5,0,0.803,28099,4.4,0.0551
2024-03-31,6,3,1,0,4,0,0.8096,30700,4.54,0.0749
2024-04-01,0,4,0,0,5,0,0.8579,25554,4.51,0.0518
2024-04-02,1,4,0,0,3,0,0.7733,23840,4.54,0.0828
2024-04-03,2,4,0,0,4,0,0.7683,22762,4.39,0.0646
2024-04-04,3,4,0,1,4,0,0.8508,35924,4.57,0.0973
2024-04-05,4,4,0,1,3,0,0.9294,40775,4.37,0.0708
2024-04-06,5,4,1,1,4,0,0.98,51218,4.37,0.0621
2024-04-07,6,4,1,0,4,0,0.8646,32659,4.33,0.0752
2024-04-08,0,4,0,0,3,1,0.8456,28679,4.41,0.0654
2024-04-09,1,4,0,0,4,0,0.8624,25708,4.63,0.0805
2024-04-10,2,4,0,0,3,0,0.7914,26427,4.47,0.0742
2024-04-11,3,4,0,0,4,0,0.8161,24825,4.28,0.0643
2024-04-12,4,4,0,0,5,1,0.8474,30429,4.6,0.0592
2024-04-13,5,4,1,0,5,0,0.9033,31569,4.39,0.067
2024-04-14,6,4,1,0,3,0,0.8136,32015,4.36,0.0496
2024-04-15,0,4,0,0,3,0,0.7619,21674,4.52,0.0886
2024-04-16,1,4,0,0,4,0,0.8006,23841,4.41,0.0679
2024-04-17,2,4,0,0,4,0,0.7717,24157,4.47,0.091
2024-04-18,3,4,0,0,4,0,0.7879,25967,4.47,0.0556
2024-04-19,4,4,0,0,4,0,0.7771,23780,4.46,0.0759
2024-04-20,5,4,1,0,5,0,0.9141,36604,4.49,0.0776
2024-04-21,6,4,1,0,4,0,0.9223,35109,4.37,0.0533
2024-04-22,0,4,0,0,3,0,0.7841,23087,4.43,0.0822
2024-04-23,1,4,0,0,3,0,0.7499,24819,4.47,0.0855
2024-04-24,2,4,0,0,4,0,0.7552,24400,4.43,0.0781
2024-04-25,3,4,0,0,3,0,0.7832,23509,4.48,0.0482
2024-04-26,4,4,0,0,3,0,0.7863,25146,4.34,0.0773
2024-04-27,5,4,1,0,2,0,0.8027,28404,4.37,0.0644
2024-04-28,6,4,1,0,1,0,0.8324,31577,4.3,0.0977
2024-04-29,0,4,0,0,5,1,0.8782,32016,4.51,0.0418
2024-04-30,1,4,0,0,2,0,0.7906,25272,4.2,0.0847
2024-05-01,2,5,0,1,1,0,0.9119,41651,4.5,0.0638
2024-05-02,3,5,0,1,3,0,0.9673,44010,4.53,0.0777
2024-05-03,4,5,0,1,4,0,0.98,44105,4.51,0.0612
2024-05-04,5,5,1,1,4,0,0.98,52419,4.55,0.0398
2024-05-05,6,5,1,1,5,1,0.98,49551,4.57,0.0741
2024-05-06,0,5,0,0,4,0,0.9259,28302,4.35,0.0852
2024-05-07,1,5,0,0,5,0,0.9329,29112,4.6,0.0828
2024-05-08,2,5,0,0,3,0,0.8857,29496,4.53,0.0514
2024-05-09,3,5,0,0,3,0,0.8395,26550,4.63,0.0792
2024-05-10,4,5,0,0,4,0,0.857,27335,4.15,0.0613
2024-05-11,5,5,1,0,2,0,0.9082,34589,4.58,0.1073
2024-05-12,6,5,1,0,3,0,0.9194,34666,4.5,0.0519
2024-05-13,0,5,0,0,5,1,0.9146,33747,4.55,0.0513
2024-05-14,1,5,0,0,3,0,0.8585,27664,4.45,0.0725
2024-05-15,2,5,0,0,4,0,0.8459,26183,4.42,0.055
2024-05-16,3,5,0,0,2,0,0.8225,24071,4.28,0.0828
2024-05-17,4,5,0,0,2,0,0.8218,26132,4.44,0.0774
2024-05-18,5,5,1,0,3,0,0.8961,33925,4.37,0.0447
2024-05-19,6,5,1,0,4,0,0.9493,35639,4.43,0.0481
2024-05-20,0,5,0,0,5,0,0.8866,26723,4.53,0.0377
2024-05-21,1,5,0,0,4,0,0.8676,29984,4.5,0.0502
2024-05-22,2,5,0,0,3,0,0.8431,25428,4.55,0.058
2024-05-23,3,5,0,0,2,0,0.8699,26793,4.57,0.0974
2024-05-24,4,5,0,0,4,0,0.8703,25060,4.42,0.0779
2024-05-25,5,5,1,0,3,0,0.9142,37499,4.62,0.0625
2024-05-26,6,5,1,0,3,0,0.8795,32525,4.65,0.0607
2024-05-27,0,5,0,0,2,0,0.8795,29226,4.62,0.0824
2024-05-28,1,5,0,0,3,0,0.8838,26287,4.49,0.0482
2024-05-29,2,5,0,0,3,0,0.8324,25409,4.38,0.0792
2024-05-30,3,5,0,0,5,1,0.9022,32767,4.61,0.0562
2024-05-31,4,5,0,0,3,0,0.8798,27663,4.39,0.0721
2024-06-01,5,6,1,1,4,0,0.98,48783,4.39,0.0475
2024-06-02,6,6,1,1,1,0,0.98,51820,4.32,0.0877
2024-06-03,0,6,0,0,3,0,0.8412,25291,4.33,0.0563
2024-06-04,1,6,0,0,3,1,0.8252,27187,4.37,0.0739
2024-06-05,2,6,0,0,3,0,0.8056,26531,4.39,0.0735
2024-06-06,3,6,0,0,1,0,0.7894,22529,4.42,0.0917
2024-06-07,4,6,0,0,4,0,0.7763,25891,4.39,0.0733
2024-06-08,5,6,1,0,1,0,0.8372,32572,4.16,0.0978
2024-06-09,6,6,1,0,3,0,0.8793,35464,4.39,0.0702
2024-06-10,0,6,0,0,4,0,0.859,28783,4.43,0.0757
2024-06-11,1,6,0,0,2,0,0.8113,26624,4.25,0.0987
2024-06-12,2,6,0,0,3,0,0.819,25810,4.42,0.0705
2024-06-13,3,6,0,0,4,0,0.8546,26177,4.34,0.0801
2024-06-14,4,6,0,0,3,1,0.9051,34502,4.39,0.0604
2024-06-15,5,6,1,0,3,0,0.9257,34882,4.55,0.0601
2024-06-16,6,6,1,0,2,0,0.897,32861,4.37,0.0393
2024-06-17,0,6,0,0,3,0,0.8597,27656,4.51,0.0884
2024-06-18,1,6,0,0,5,0,0.8302,27713,4.55,0.0632
2024-06-19,2,6,0,0,5,1,0.9379,32270,4.38,0.0534
2024-06-20,3,6,0,0,3,0,0.8663,26747,4.5,0.0568
2024-06-21,4,6,0,0,4,0,0.7921,24646,4.26,0.0981
2024-06-22,5,6,1,0,2,0,0.8916,34382,4.51,0.0716
2024-06-23,6,6,1,0,4,1,0.98,44490,4.58,0.0651
2024-06-24,0,6,0,0,3,0,0.8389,26272,4.31,0.1026
2024-06-25,1,6,0,0,2,1,0.9037,33318,4.37,0.0807
2024-06-26,2,6,0,0,4,0,0.852,25262,4.49,0.0636
2024-06-27,3,6,0,0,4,1,0.8501,29550,4.4,0.0943
2024-06-28,4,6,0,0,3,0,0.8347,24429,4.57,0.0595
2024-06-29,5,6,1,0,4,0,0.873,31650,4.39,0.0807
2024-06-30,6,6,1,0,3,0,0.858,29213,4.4,0.074
2024-07-01,0,7,0,0,3,0,0.8834,28834,4.23,0.0588
2024-07-02,1,7,0,0,5,0,0.9323,29609,4.42,0.0632
2024-07-03,2,7,0,0,3,0,0.9162,27461,4.48,0.0701
2024-07-04,3,7,0,0,4,0,0.8934,27642,4.54,0.0666
2024-07-05,4,7,0,0,4,0,0.9319,26690,4.62,0.0577
2024-07-06,5,7,1,0,4,0,0.9555,35649,4.45,0.05
2024-07-07,6,7,1,0,3,0,0.9644,37337,4.34,0.0555
2024-07-08,0,7,0,0,2,0,0.8923,27251,4.18,0.0891
2024-07-09,1,7,0,0,4,0,0.9195,29482,4.32,0.0888
2024-07-10,2,7,0,0,4,0,0.8996,30108,4.56,0.0723
2024-07-11,3,7,0,0,2,0,0.915,28706,4.13,0.0666
2024-07-12,4,7,0,0,5,0,0.9308,30458,4.24,0.0649
2024-07-13,5,7,1,0,4,0,0.98,38263,4.39,0.08
2024-07-14,6,7,1,0,4,0,0.98,38504,4.41,0.0736
2024-07-15,0,7,0,0,5,0,0.98,31885,4.41,0.0662
2024-07-16,1,7,0,0,5,0,0.9097,29031,4.52,0.0356
2024-07-17,2,7,0,0,3,0,0.8939,26541,4.51,0.068
2024-07-18,3,7,0,0,2,0,0.9103,30282,4.31,0.0744
2024-07-19,4,7,0,0,1,0,0.8838,27180,4.34,0.0957
2024-07-20,5,7,1,0,2,0,0.9048,36577,4.38,0.0776
2024-07-21,6,7,1,0,1,0,0.9385,35983,4.17,0.1049
2024-07-22,0,7,0,0,5,0,0.9596,28715,4.54,0.0576
2024-07-23,1,7,0,0,3,0,0.9065,27599,4.52,0.0708
2024-07-24,2,7,0,0,3,0,0.8982,27018,4.57,0.0585
2024-07-25,3,7,0,0,2,0,0.8121,24956,4.21,0.063
2024-07-26,4,7,0,0,4,0,0.935,29538,4.4,0.0694
2024-07-27,5,7,1,0,2,0,0.9314,33259,4.33,0.0851
2024-07-28,6,7,1,0,1,0,0.9211,36229,4.21,0.0948
2024-07-29,0,7,0,0,5,1,0.9681,33802,4.31,0.0538
2024-07-30,1,7,0,0,4,0,0.9497,30248,4.35,0.0571
2024-07-31,2,7,0,0,4,0,0.8925,28842,4.57,0.0917
2024-08-01,3,8,0,0,5,0,0.9659,29392,4.3,0.0332
2024-08-02,4,8,0,0,3,0,0.8806,27954,4.48,0.0712
2024-08-03,5,8,1,0,4,0,0.9383,35054,4.39,0.0749
2024-08-04,6,8,1,0,5,0,0.98,38311,4.64,0.0431
2024-08-05,0,8,0,0,4,0,0.9254,30929,4.28,0.0551
2024-08-06,1,8,0,0,4,0,0.8726,28048,4.62,0.0755
2024-08-07,2,8,0,0,3,0,0.883,26460,4.36,0.0834
2024-08-08,3,8,0,0,3,1,0.927,30667,4.35,0.0916
2024-08-09,4,8,0,0,4,0,0.9242,27388,4.5,0.0771
2024-08-10,5,8,1,0,4,0,0.9269,37100,4.45,0.0745
2024-08-11,6,8,1,0,2,0,0.9448,33582,4.45,0.0867
2024-08-12,0,8,0,0,4,0,0.9109,28588,4.36,0.0529
2024-08-13,1,8,0,0,4,0,0.8907,27840,4.35,0.082
2024-08-14,2,8,0,0,4,0,0.8716,26784,4.48,0.0748
2024-08-15,3,8,0,0,2,0,0.8828,28337,4.25,0.105
2024-08-16,4,8,0,0,3,0,0.9067,28440,4.48,0.072
2024-08-17,5,8,1,0,4,0,0.9122,36256,4.28,0.0861
2024-08-18,6,8,1,0,3,0,0.9361,35533,4.65,0.0252
2024-08-19,0,8,0,0,5,1,0.98,35757,4.35,0.0447
2024-08-20,1,8,0,0,3,0,0.8632,28155,4.49,0.0514
2024-08-21,2,8,0,0,2,0,0.887,28849,4.42,0.0899
2024-08-22,3,8,0,0,3,0,0.8485,26949,4.7,0.0508
2024-08-23,4,8,0,0,4,0,0.8859,26554,4.59,0.0994
2024-08-24,5,8,1,0,2,0,0.9378,34708,4.19,0.0864
2024-08-25,6,8,1,0,4,0,0.9706,36392,4.36,0.0737
2024-08-26,0,8,0,0,3,0,0.9303,29693,4.64,0.0427
2024-08-27,1,8,0,0,3,0,0.8971,30001,4.55,0.0605
2024-08-28,2,8,0,0,1,0,0.8239,26970,4.22,0.1115
2024-08-29,3,8,0,0,4,0,0.9006,27943,4.4,0.0589
2024-08-30,4,8,0,0,4,1,0.9402,33624,4.49,0.0305
2024-08-31,5,8,1,0,2,0,0.9122,32664,4.15,0.0632
2024-09-01,6,9,1,0,4,0,0.8737,33787,4.5,0.067
2024-09-02,0,9,0,0,2,0,0.8173,27344,4.13,0.0719
2024-09-03,1,9,0,0,2,0,0.7852,23785,4.58,0.1064
2024-09-04,2,9,0,0,5,0,0.8404,25629,4.35,0.0676
2024-09-05,3,9,0,0,4,1,0.8266,28803,4.43,0.0658
2024-09-06,4,9,0,0,3,0,0.8016,26500,4.7,0.0619
2024-09-07,5,9,1,0,4,0,0.8751,33472,4.51,0.027
2024-09-08,6,9,1,0,4,1,0.9357,43731,4.4,0.0565
2024-09-09,0,9,0,0,3,0,0.7916,24552,4.53,0.0715
2024-09-10,1,9,0,0,3,0,0.7686,23904,4.47,0.0755
2024-09-11,2,9,0,0,4,0,0.8016,26395,4.48,0.0845
2024-09-12,3,9,0,0,4,0,0.8133,25275,4.71,0.0808
2024-09-13,4,9,0,0,3,0,0.7548,23825,4.43,0.0606
2024-09-14,5,9,1,0,4,0,0.8806,32271,4.44,0.0527
2024-09-15,6,9,1,1,2,0,0.9401,45004,4.36,0.074
2024-09-16,0,9,0,1,4,0,0.9482,40347,4.48,0.0445
2024-09-17,1,9,0,1,2,0,0.9346,43439,4.4,0.098
2024-09-18,2,9,0,0,5,0,0.8396,24794,4.39,0.0684
2024-09-19,3,9,0,0,5,0,0.8096,25037,4.42,0.0664
2024-09-20,4,9,0,0,2,0,0.7535,22301,4.43,0.0583
2024-09-21,5,9,1,0,2,0,0.8619,34930,4.32,0.0465
2024-09-22,6,9,1,0,3,0,0.839,31554,4.63,0.0764
2024-09-23,0,9,0,0,3,0,0.7827,24210,4.48,0.0607
2024-09-24,1,9,0,0,4,0,0.8178,25466,4.41,0.0619
2024-09-25,2,9,0,0,3,0,0.7888,24660,4.37,0.0479
2024-09-26,3,9,0,0,3,1,0.8558,30152,4.6,0.0526
2024-09-27,4,9,0,0,3,0,0.8042,25569,4.34,0.0742
2024-09-28,5,9,1,0,3,0,0.8682,30013,4.34,0.0897
2024-09-29,6,9,1,0,2,0,0.8357,30583,4.32,0.1176
2024-09-30,0,9,0,0,3,0,0.8278,27746,4.43,0.0483
2024-10-01,1,10,0,1,4,0,0.98,40960,4.49,0.0584
2024-10-02,2,10,0,1,4,0,0.98,40511,4.66,0.0655
2024-10-03,3,10,0,1,4,0,0.9692,41809,4.43,0.0377
2024-10-04,4,10,0,1,4,0,0.9494,40960,4.56,0.0639
2024-10-05,5,10,1,1,3,0,0.98,47896,4.23,0.0787
2024-10-06,6,10,1,1,4,1,0.98,56420,4.52,0.0744
2024-10-07,0,10,0,1,4,0,0.98,42664,4.34,0.0651
2024-10-08,1,10,0,0,3,0,0.8616,25735,4.71,0.0855
2024-10-09,2,10,0,0,3,0,0.866,25621,4.37,0.0516
2024-10-10,3,10,0,0,3,0,0.8916,28490,4.74,0.0421
2024-10-11,4,10,0,0,4,0,0.8594,27893,4.49,0.0622
2024-10-12,5,10,1,0,3,0,0.98,37633,4.59,0.0489
2024-10-13,6,10,1,0,4,0,0.9333,35242,4.48,0.0643
2024-10-14,0,10,0,0,5,0,0.9223,29621,4.35,0.0588
2024-10-15,1,10,0,0,4,0,0.854,27020,4.21,0.0665
2024-10-16,2,10,0,0,3,0,0.8422,27081,4.26,0.0568
2024-10-17,3,10,0,0,3,0,0.8554,27483,4.5,0.0698
2024-10-18,4,10,0,0,4,0,0.8752,27806,4.4,0.0623
2024-10-19,5,10,1,0,3,0,0.916,33607,4.5,0.0666
2024-10-20,6,10,1,0,3,0,0.9526,37385,4.54,0.0495
2024-10-21,0,10,0,0,5,0,0.9081,25967,4.49,0.0969
2024-10-22,1,10,0,0,2,0,0.8655,27342,4.5,0.0665
2024-10-23,2,10,0,0,4,0,0.8763,27710,4.58,0.078
2024-10-24,3,10,0,0,4,0,0.8798,27530,4.47,0.0626
2024-10-25,4,10,0,0,3,0,0.839,25764,4.47,0.0849
2024-10-26,5,10,1,0,3,0,0.98,38030,4.65,0.0585
2024-10-27,6,10,1,0,4,0,0.98,39223,4.6,0.0561
2024-10-28,0,10,0,0,4,0,0.9203,28458,4.6,0.085
2024-10-29,1,10,0,0,3,0,0.8695,27463,4.39,0.0855
2024-10-30,2,10,0,0,2,0,0.861,26906,4.18,0.0658
2024-10-31,3,10,0,0,3,0,0.8895,27575,4.85,0.099
2024-11-01,4,11,0,0,2,1,0.7389,26486,4.43,0.116
2024-11-02,5,11,1,0,3,0,0.7303,28696,4.47,0.0868
2024-11-03,6,11,1,0,3,0,0.766,28439,4.18,0.0715
2024-11-04,0,11,0,0,4,1,0.7747,27754,4.37,0.0666
2024-11-05,1,11,0,0,3,0,0.6633,21127,4.42,0.076
2024-11-06,2,11,0,0,3,0,0.6101,19170,4.53,0.0535
2024-11-07,3,11,0,0,4,0,0.7028,21535,4.31,0.0424
2024-11-08,4,11,0,0,4,0,0.6924,21582,4.43,0.0721
2024-11-09,5,11,1,0,4,0,0.7595,29185,4.3,0.0892
2024-11-10,6,11,1,0,1,0,0.7355,27620,4.43,0.0831
2024-11-11,0,11,0,0,1,0,0.6258,18930,4.06,0.102
2024-11-12,1,11,0,0,3,0,0.607,18872,4.34,0.0708
2024-11-13,2,11,0,0,3,0,0.6677,20372,4.42,0.06
2024-11-14,3,11,0,0,2,0,0.6547,21490,4.35,0.0876
2024-11-15,4,11,0,0,2,0,0.6484,19966,4.26,0.0972
2024-11-16,5,11,1,0,3,0,0.6975,25071,4.25,0.0745
2024-11-17,6,11,1,0,4,0,0.7555,26726,4.49,0.0819
2024-11-18,0,11,0,0,4,0,0.6719,21045,4.23,0.0462
2024-11-19,1,11,0,0,1,0,0.6262,19441,4.22,0.0772
2024-11-20,2,11,0,0,5,0,0.6789,21410,4.38,0.0756
2024-11-21,3,11,0,0,4,0,0.6524,20752,4.52,0.0811
2024-11-22,4,11,0,0,2,0,0.6738,19824,4.17,0.0871
2024-11-23,5,11,1,0,4,0,0.7269,27565,4.33,0.0603
2024-11-24,6,11,1,0,3,0,0.7843,31113,4.56,0.0617
2024-11-25,0,11,0,0,3,0,0.6695,21301,4.54,0.0566
2024-11-26,1,11,0,0,1,0,0.6263,19421,4.1,0.1038
2024-11-27,2,11,0,0,3,0,0.6476,19568,4.38,0.0709
2024-11-28,3,11,0,0,2,0,0.6551,21791,4.3,0.1087
2024-11-29,4,11,0,0,4,0,0.6508,19106,4.29,0.0918
2024-11-30,5,11,1,0,5,0,0.7864,30490,4.24,0.0656
2024-12-01,6,12,1,0,4,1,0.7319,30490,4.4,0.0788
2024-12-02,0,12,0,0,3,0,0.6284,20271,4.45,0.0836
2024-12-03,1,12,0,0,3,0,0.5994,19451,4.53,0.0867
2024-12-04,2,12,0,0,4,0,0.606,18809,4.56,0.0616
2024-12-05,3,12,0,0,3,0,0.639,18815,4.44,0.0634
2024-12-06,4,12,0,0,4,0,0.6511,19627,4.2,0.0726
2024-12-07,5,12,1,0,5,0,0.7105,27880,4.51,0.0707
2024-12-08,6,12,1,0,4,0,0.6979,25072,4.36,0.067
2024-12-09,0,12,0,0,1,0,0.6137,19501,4.12,0.098
2024-12-10,1,12,0,0,4,0,0.6442,20712,4.38,0.0801
2024-12-11,2,12,0,0,3,0,0.6029,18229,4.41,0.0943
2024-12-12,3,12,0,0,3,0,0.5951,19246,4.42,0.0826
2024-12-13,4,12,0,0,3,0,0.6171,18612,4.63,0.0839
2024-12-14,5,12,1,0,3,0,0.6752,25680,4.52,0.0758
2024-12-15,6,12,1,0,4,0,0.7025,27806,4.32,0.0773
2024-12-16,0,12,0,0,3,0,0.6708,22008,4.34,0.0566
2024-12-17,1,12,0,0,4,1,0.6995,25375,4.46,0.0937
2024-12-18,2,12,0,0,3,0,0.654,21743,4.76,0.057
2024-12-19,3,12,0,0,3,0,0.6269,19131,4.6,0.0633
2024-12-20,4,12,0,0,3,0,0.5596,17985,4.1,0.078
2024-12-21,5,12,1,0,4,0,0.632,23957,4.57,0.0801
2024-12-22,6,12,1,0,3,0,0.6803,26615,4.22,0.0817
2024-12-23,0,12,0,0,3,0,0.6048,19349,4.36,0.0547
2024-12-24,1,12,0,0,4,0,0.5961,18745,4.35,0.0675
2024-12-25,2,12,0,0,4,0,0.6065,18855,4.62,0.0544
2024-12-26,3,12,0,0,4,0,0.604,18605,4.27,0.0719
2024-12-27,4,12,0,0,4,1,0.7206,26772,4.51,0.0499
2024-12-28,5,12,1,0,3,0,0.6729,26826,4.45,0.0698
2024-12-29,6,12,1,0,2,0,0.6761,26755,4.09,0.0975
2024-12-30,0,12,0,0,3,0,0.6339,22005,4.36,0.0805
2024-12-31,1,12,0,0,4,0,0.6366,20016,4.25,0.0776
2025-01-01,2,1,0,1,4,0,0.7495,32073,4.5,0.0742
2025-01-02,3,1,0,0,4,0,0.6176,18782,4.39,0.0798
2025-01-03,4,1,0,0,4,0,0.6369,19312,4.19,0.0723
2025-01-04,5,1,1,0,4,0,0.6865,24243,4.34,0.068
2025-01-05,6,1,1,0,3,0,0.7299,25886,4.56,0.0674
2025-01-06,0,1,0,0,5,0,0.676,21157,4.52,0.0672
2025-01-07,1,1,0,0,2,1,0.6339,24118,4.26,0.098
2025-01-08,2,1,0,0,3,0,0.625,19039,4.35,0.0761
2025-01-09,3,1,0,0,3,0,0.6425,20757,4.37,0.0779
2025-01-10,4,1,0,0,4,0,0.6214,19566,4.51,0.0635
2025-01-11,5,1,1,0,3,0,0.719,27196,4.37,0.0429
2025-01-12,6,1,1,0,2,0,0.6627,25306,4.4,0.0966
2025-01-13,0,1,0,0,2,0,0.5774,19310,4.16,0.1217
2025-01-14,1,1,0,0,4,0,0.6434,21094,4.36,0.0684
2025-01-15,2,1,0,0,5,0,0.6638,20713,4.46,0.098
2025-01-16,3,1,0,0,4,0,0.5916,16515,4.4,0.0749
2025-01-17,4,1,0,0,4,0,0.6172,20126,4.38,0.0641
2025-01-18,5,1,1,0,3,0,0.6907,26018,4.31,0.0736
2025-01-19,6,1,1,0,5,0,0.7119,25328,4.35,0.0834
2025-01-20,0,1,0,0,3,0,0.6464,19594,4.19,0.0717
2025-01-21,1,1,0,0,2,0,0.5926,18851,4.26,0.1009
2025-01-22,2,1,0,0,3,1,0.7092,25181,4.43,0.064
2025-01-23,3,1,0,0,3,0,0.6094,19287,4.65,0.0649
2025-01-24,4,1,0,0,3,0,0.6163,19431,4.52,0.039
2025-01-25,5,1,1,0,3,0,0.7049,25372,4.04,0.0804
2025-01-26,6,1,1,0,3,1,0.7568,31269,4.3,0.0552
2025-01-27,0,1,0,0,3,1,0.6913,24262,4.45,0.0295
2025-01-28,1,1,0,0,3,0,0.6123,18692,4.46,0.0476
2025-01-29,2,1,0,0,5,0,0.638,20349,4.6,0.0673
2025-01-30,3,1,0,0,4,1,0.6938,23174,4.11,0.0849
2025-01-31,4,1,0,0,2,1,0.6639,25028,4.12,0.1012
2025-02-01,5,2,1,1,4,0,0.8465,42678,4.26,0.0865
2025-02-02,6,2,1,1,4,0,0.8279,39757,4.61,0.0617
2025-02-03,0,2,0,1,3,0,0.7331,32801,4.34,0.0812
2025-02-04,1,2,0,1,3,0,0.7691,36142,4.48,0.0684
2025-02-05,2,2,0,1,4,0,0.7906,32662,4.45,0.0839
2025-02-06,3,2,0,1,4,0,0.7863,32761,4.54,0.0642
2025-02-07,4,2,0,1,3,1,0.8519,40415,4.44,0.0733
2025-02-08,5,2,1,0,3,0,0.7248,28865,4.39,0.0632
2025-02-09,6,2,1,0,3,0,0.6832,26127,4.32,0.0582
2025-02-10,0,2,0,0,5,0,0.7398,21686,4.55,0.085
2025-02-11,1,2,0,0,4,0,0.6695,21044,4.57,0.0823
2025-02-12,2,2,0,0,3,0,0.6183,19130,4.51,0.0524
2025-02-13,3,2,0,0,4,0,0.6381,19278,4.32,0.054
2025-02-14,4,2,0,0,4,0,0.633,18488,4.3,0.0857
2025-02-15,5,2,1,0,2,0,0.7061,25219,4.36,0.0975
2025-02-16,6,2,1,0,4,0,0.7177,28804,4.42,0.0662
